GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Senior,Middle,Psychopath,Older,Mild,EggShell,Mild,FamilySedan,Normal,FiftyThou,True,Normal,False,HundredThou,False,FiftyThou,Rural,False,HundredThou,HundredThou,False,TenThou,Fair,True,HundredThou,Many
True,Senior,UpperMiddle,Cautious,Current,Mild,EggShell,Moderate,SportsCar,Excellent,Domino,True,Expert,True,HundredThou,False,TenThou,Secure,False,Million,HundredThou,True,HundredThou,Fair,False,Million,Zero
True,Adult,Middle,Normal,Current,Severe,EggShell,Severe,Economy,Excellent,TwentyThou,False,Expert,True,TenThou,True,Million,Rural,True,TenThou,TenThou,True,HundredThou,Good,False,HundredThou,One
True,Adolescent,Middle,Cautious,Older,Severe,EggShell,Severe,Economy,Excellent,FiveThou,True,Normal,True,HundredThou,False,FiftyThou,Rural,True,Million,HundredThou,True,Thousand,Excellent,True,HundredThou,Zero
False,Adolescent,Middle,Cautious,Older,Mild,EggShell,Mild,Economy,Poor,FiveThou,False,Normal,True,HundredThou,False,TenThou,Rural,True,Million,HundredThou,False,HundredThou,Excellent,False,HundredThou,One
True,Adult,Middle,Cautious,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Normal,True,HundredThou,False,Million,Rural,True,HundredThou,HundredThou,True,HundredThou,Excellent,True,HundredThou,Many
False,Senior,Middle,Psychopath,Older,Mild,EggShell,Mild,FamilySedan,Poor,FiveThou,True,Normal,False,HundredThou,False,FiftyThou,Rural,False,HundredThou,HundredThou,False,Thousand,Excellent,True,HundredThou,Many
False,Adolescent,Middle,Cautious,Older,Severe,EggShell,Severe,FamilySedan,Excellent,TwentyThou,True,Normal,True,Million,False,FiftyThou,Rural,True,Thousand,TenThou,True,Million,Excellent,True,HundredThou,One
True,Adult,Middle,Psychopath,Older,Mild,EggShell,Mild,Luxury,Normal,FiveThou,False,Normal,True,HundredThou,False,TenThou,Rural,False,Million,HundredThou,True,HundredThou,Excellent,False,HundredThou,Many
True,Senior,UpperMiddle,Normal,Current,Severe,EggShell,Severe,Luxury,Excellent,FiftyThou,True,Expert,True,TenThou,True,Million,City,True,TenThou,Million,True,Million,Good,False,Million,Zero
False,Adult,Middle,Psychopath,Older,None,EggShell,None,FamilySedan,Excellent,FiveThou,True,SubStandard,True,HundredThou,False,TenThou,Rural,False,Million,HundredThou,True,HundredThou,Fair,True,HundredThou,Zero
False,Senior,UpperMiddle,Psychopath,Current,Mild,EggShell,Moderate,SportsCar,Normal,FiftyThou,False,Normal,True,HundredThou,False,TenThou,City,False,Million,HundredThou,False,HundredThou,Excellent,False,Million,Many
True,Adult,Middle,Psychopath,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Normal,True,HundredThou,False,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,Many
True,Senior,Prole,Psychopath,Older,Mild,EggShell,Moderate,Luxury,Normal,FiftyThou,True,Normal,False,HundredThou,False,FiftyThou,City,False,Million,HundredThou,True,Million,Good,False,HundredThou,One
True,Senior,UpperMiddle,Psychopath,Current,Severe,EggShell,None,Luxury,Normal,FiftyThou,False,Normal,False,TenThou,True,Million,City,True,TenThou,HundredThou,True,HundredThou,Fair,False,Thousand,Many
False,Adolescent,Middle,Cautious,Older,Moderate,Football,Moderate,FamilySedan,Excellent,FiveThou,True,Normal,True,HundredThou,False,TenThou,Rural,True,Million,HundredThou,False,HundredThou,Fair,True,HundredThou,Many
True,Senior,Middle,Psychopath,Older,Mild,EggShell,Mild,Economy,Normal,Domino,True,Normal,False,HundredThou,False,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,Many
False,Adolescent,Middle,Cautious,Older,Mild,Tank,Moderate,Luxury,Poor,FiveThou,True,SubStandard,True,HundredThou,False,FiveThou,Secure,False,HundredThou,HundredThou,False,Thousand,Good,True,HundredThou,Zero
True,Senior,Middle,Psychopath,Current,Mild,EggShell,Mild,Luxury,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Excellent,False,HundredThou,Many
False,Adult,Middle,Cautious,Current,Severe,EggShell,None,FamilySedan,Excellent,FiftyThou,True,Expert,True,HundredThou,False,FiftyThou,Rural,True,Million,HundredThou,True,Million,Excellent,True,Thousand,Zero
True,Adult,Middle,Cautious,Current,Mild,Football,Mild,Luxury,Poor,TwentyThou,True,SubStandard,True,HundredThou,False,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Poor,True,HundredThou,Zero
False,Adult,Prole,Cautious,Current,Severe,EggShell,None,FamilySedan,Excellent,FiftyThou,True,Expert,True,TenThou,True,FiftyThou,Rural,True,TenThou,HundredThou,False,Million,Excellent,False,HundredThou,Zero
