GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Adult,UpperMiddle,Cautious,Current,Mild,Football,Mild,FamilySedan,Normal,FiftyThou,True,Expert,True,HundredThou,True,FiftyThou,Suburb,False,HundredThou,HundredThou,False,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Normal,Older,Mild,Football,Mild,FamilySedan,Normal,FiftyThou,False,Normal,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,Zero
True,Adult,Middle,Normal,Current,Mild,EggShell,Mild,Luxury,Normal,FiveThou,False,Normal,True,HundredThou,True,Million,Rural,True,HundredThou,HundredThou,True,HundredThou,Fair,False,HundredThou,Many
True,Adult,Middle,Normal,Older,Mild,EggShell,Mild,FamilySedan,Normal,Domino,False,Normal,True,HundredThou,True,FiftyThou,Rural,True,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,Many
True,Adolescent,UpperMiddle,Cautious,Current,Mild,Football,Mild,Economy,Normal,FiveThou,False,Normal,True,Thousand,True,TenThou,Suburb,True,Million,HundredThou,True,HundredThou,Good,False,HundredThou,One
True,Adult,Prole,Psychopath,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Normal,True,HundredThou,True,FiveThou,City,False,HundredThou,HundredThou,True,HundredThou,Excellent,True,HundredThou,Many
True,Senior,Prole,Psychopath,Current,Mild,Football,Mild,Economy,Normal,FiveThou,False,Normal,True,HundredThou,True,TenThou,Secure,False,Million,HundredThou,True,HundredThou,Poor,False,HundredThou,Many
True,Adult,Middle,Normal,Older,Moderate,EggShell,Moderate,Economy,Poor,FiveThou,False,Expert,True,HundredThou,True,FiveThou,Suburb,True,Million,HundredThou,False,HundredThou,Excellent,True,HundredThou,Zero
True,Adult,UpperMiddle,Cautious,Current,Mild,EggShell,None,Luxury,Excellent,FiftyThou,True,Expert,True,HundredThou,True,FiveThou,City,False,HundredThou,HundredThou,True,HundredThou,Excellent,False,HundredThou,Zero
True,Adult,Prole,Cautious,Older,Mild,Tank,Moderate,Luxury,Normal,FiveThou,True,Normal,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,True,HundredThou,Good,True,HundredThou,Many
True,Adult,Middle,Cautious,Older,Moderate,Football,Severe,Luxury,Normal,FiveThou,True,SubStandard,True,HundredThou,True,FiftyThou,Rural,True,TenThou,TenThou,False,HundredThou,Good,False,HundredThou,Zero
True,Adult,Prole,Cautious,Current,Mild,EggShell,Mild,Luxury,Poor,FiveThou,True,SubStandard,True,HundredThou,True,FiveThou,Secure,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,HundredThou,Many
True,Adult,Middle,Cautious,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Expert,True,HundredThou,True,FiftyThou,Suburb,True,HundredThou,HundredThou,False,HundredThou,Excellent,True,HundredThou,Many
True,Adult,Middle,Cautious,Current,Mild,Football,Mild,Luxury,Excellent,FiftyThou,False,Normal,True,HundredThou,True,Million,Suburb,True,Million,HundredThou,True,HundredThou,Fair,False,HundredThou,One
True,Adult,Prole,Adventurous,Older,Mild,EggShell,Mild,FamilySedan,Normal,Domino,True,SubStandard,True,HundredThou,True,FiveThou,City,True,HundredThou,HundredThou,False,HundredThou,Fair,True,HundredThou,Many
True,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,Domino,False,SubStandard,True,HundredThou,True,FiveThou,Secure,True,Million,HundredThou,False,HundredThou,Excellent,True,HundredThou,Many
True,Adult,Prole,Cautious,Current,Mild,EggShell,Mild,Luxury,Normal,Domino,True,Normal,True,HundredThou,True,Million,Rural,True,HundredThou,HundredThou,True,HundredThou,Excellent,False,HundredThou,Many
True,Senior,Middle,Cautious,Older,Mild,Football,Mild,Luxury,Normal,FiveThou,True,Normal,True,HundredThou,True,FiftyThou,Rural,True,HundredThou,HundredThou,True,HundredThou,Poor,False,HundredThou,Many
True,Adult,Middle,Psychopath,Older,Mild,EggShell,Mild,Economy,Poor,FiveThou,True,SubStandard,True,HundredThou,True,FiveThou,Suburb,True,Million,HundredThou,False,HundredThou,Excellent,True,HundredThou,Many
True,Senior,Prole,Cautious,Older,Mild,Tank,Mild,Luxury,Normal,FiveThou,True,SubStandard,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,False,HundredThou,Good,True,HundredThou,Many
True,Adult,UpperMiddle,Cautious,Older,None,Tank,None,Luxury,Normal,FiftyThou,True,Normal,True,TenThou,True,Million,City,False,TenThou,HundredThou,True,HundredThou,Good,True,HundredThou,Many
False,Adolescent,Prole,Normal,Current,Mild,Football,Mild,Luxury,Normal,FiveThou,False,Normal,True,TenThou,False,Million,Secure,True,HundredThou,HundredThou,True,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Normal,Current,Mild,Football,Mild,Luxury,Excellent,FiveThou,False,Expert,True,HundredThou,True,Million,Suburb,True,HundredThou,HundredThou,False,HundredThou,Poor,False,HundredThou,Zero
True,Senior,Middle,Psychopath,Current,Mild,EggShell,Mild,FamilySedan,Normal,Domino,True,SubStandard,True,HundredThou,True,FiveThou,Rural,True,HundredThou,HundredThou,False,HundredThou,Fair,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Expert,True,HundredThou,True,FiveThou,Secure,False,HundredThou,HundredThou,False,HundredThou,Fair,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,True,Normal,True,HundredThou,True,Million,City,False,HundredThou,HundredThou,True,HundredThou,Excellent,True,HundredThou,Many
True,Senior,Middle,Normal,Current,Severe,Football,Severe,FamilySedan,Excellent,FiveThou,False,Expert,True,HundredThou,True,FiftyThou,Rural,True,TenThou,TenThou,True,HundredThou,Good,False,HundredThou,Zero
True,Senior,UpperMiddle,Normal,Current,Mild,EggShell,Mild,Economy,Normal,FiveThou,False,Normal,True,HundredThou,True,Million,Suburb,True,Million,HundredThou,True,HundredThou,Fair,False,HundredThou,Many
True,Adult,Wealthy,Normal,Current,Mild,Football,Mild,Luxury,Excellent,Domino,False,Expert,True,HundredThou,True,FiveThou,City,False,HundredThou,HundredThou,True,HundredThou,Good,False,HundredThou,One
True,Senior,Middle,Psychopath,Older,Mild,EggShell,Mild,FamilySedan,Normal,FiveThou,True,SubStandard,True,HundredThou,True,FiftyThou,Rural,True,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,Many
True,Adult,UpperMiddle,Cautious,Current,Mild,EggShell,Mild,SportsCar,Normal,FiveThou,False,Normal,True,HundredThou,True,TenThou,Secure,False,HundredThou,HundredThou,True,HundredThou,Fair,False,HundredThou,Many
True,Adult,Middle,Cautious,Older,Moderate,EggShell,Moderate,FamilySedan,Normal,FiveThou,True,SubStandard,True,HundredThou,True,FiftyThou,Secure,True,Million,HundredThou,False,HundredThou,Fair,True,HundredThou,Many
