GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Senior,UpperMiddle,Psychopath,Older,Moderate,Football,None,Luxury,Poor,FiftyThou,True,Normal,False,HundredThou,True,FiveThou,Rural,True,HundredThou,Million,False,HundredThou,Fair,True,HundredThou,Many
True,Adult,UpperMiddle,Normal,Older,Moderate,EggShell,None,FamilySedan,Normal,FiftyThou,True,Expert,True,HundredThou,True,FiveThou,Suburb,True,TenThou,Million,False,TenThou,Fair,True,HundredThou,One
True,Adult,UpperMiddle,Adventurous,Older,Mild,EggShell,Moderate,Luxury,Excellent,FiftyThou,True,Normal,False,HundredThou,True,FiftyThou,Secure,True,TenThou,TenThou,False,HundredThou,Fair,True,TenThou,Many
True,Senior,Middle,Psychopath,Current,None,Football,Severe,Luxury,Poor,Domino,True,Normal,True,TenThou,True,FiveThou,Rural,True,TenThou,Million,False,HundredThou,Poor,False,HundredThou,Many
True,Adult,Prole,Psychopath,Current,Moderate,Football,Moderate,Luxury,Poor,TwentyThou,False,Normal,True,HundredThou,True,Million,City,True,TenThou,Million,False,HundredThou,Fair,False,HundredThou,Many
True,Senior,UpperMiddle,Normal,Current,None,Tank,Moderate,FamilySedan,Normal,FiftyThou,True,Normal,False,Million,True,FiftyThou,Rural,True,Million,Thousand,False,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,Moderate,EggShell,Mild,FamilySedan,Normal,TwentyThou,True,Normal,True,HundredThou,True,FiveThou,Suburb,True,TenThou,Million,False,HundredThou,Fair,True,HundredThou,Many
True,Adult,UpperMiddle,Psychopath,Older,Severe,Football,None,Luxury,Poor,FiftyThou,True,Normal,True,TenThou,True,FiveThou,Suburb,True,TenThou,Million,False,HundredThou,Fair,False,Million,Many
True,Adult,Middle,Psychopath,Older,None,Tank,Moderate,Luxury,Normal,Domino,True,Expert,False,Million,True,FiftyThou,Rural,True,Million,Thousand,False,HundredThou,Good,False,Thousand,Many
True,Adult,Prole,Adventurous,Current,Moderate,EggShell,Mild,FamilySedan,Normal,TwentyThou,True,Normal,True,HundredThou,True,FiveThou,Rural,True,HundredThou,Million,False,HundredThou,Fair,False,HundredThou,Many
True,Adult,UpperMiddle,Normal,Current,Severe,EggShell,None,FamilySedan,Normal,FiftyThou,True,Normal,True,Million,True,FiveThou,Secure,True,TenThou,Million,False,HundredThou,Fair,False,Million,Many
True,Adult,Middle,Normal,Older,Moderate,EggShell,Severe,FamilySedan,Excellent,Domino,True,Expert,True,Million,True,FiveThou,Suburb,True,Million,Million,False,TenThou,Poor,True,HundredThou,One
True,Adult,UpperMiddle,Psychopath,Current,Moderate,Tank,Moderate,Economy,Poor,TwentyThou,False,Normal,True,HundredThou,True,TenThou,City,False,Million,HundredThou,True,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,Mild,Tank,Mild,Luxury,Normal,TwentyThou,True,Normal,False,HundredThou,True,TenThou,Rural,False,Million,HundredThou,True,HundredThou,Good,False,Thousand,Many
True,Adult,Middle,Normal,Older,Moderate,EggShell,Severe,Luxury,Normal,TwentyThou,True,Normal,True,HundredThou,True,FiveThou,Rural,True,Million,Million,False,HundredThou,Poor,True,HundredThou,Many
True,Adult,Wealthy,Psychopath,Current,None,Football,Severe,FamilySedan,Poor,TwentyThou,True,Expert,True,Million,True,FiveThou,City,True,TenThou,Million,False,HundredThou,Fair,False,HundredThou,Many
True,Senior,Middle,Psychopath,Older,Mild,EggShell,None,Luxury,Excellent,Domino,True,Expert,False,HundredThou,True,FiveThou,Secure,True,Million,Million,False,HundredThou,Poor,True,TenThou,Many
True,Senior,UpperMiddle,Normal,Current,Moderate,EggShell,Moderate,FamilySedan,Excellent,FiftyThou,True,Expert,False,Million,True,FiftyThou,City,True,Thousand,TenThou,False,Thousand,Fair,True,HundredThou,One
True,Adolescent,Prole,Normal,Older,Moderate,Tank,Moderate,Luxury,Normal,Domino,True,Normal,False,HundredThou,True,FiftyThou,Suburb,True,Thousand,Thousand,False,HundredThou,Good,True,HundredThou,Many
True,Adult,Wealthy,Psychopath,Current,None,Tank,Mild,Economy,Normal,TwentyThou,False,Normal,True,HundredThou,True,TenThou,City,False,HundredThou,HundredThou,True,HundredThou,Fair,False,HundredThou,Many
True,Senior,UpperMiddle,Psychopath,Current,Mild,EggShell,Moderate,FamilySedan,Excellent,FiftyThou,True,Expert,False,HundredThou,True,FiftyThou,Rural,True,TenThou,TenThou,False,HundredThou,Fair,False,TenThou,Many
True,Senior,Prole,Psychopath,Current,Moderate,Football,Moderate,Luxury,Poor,Domino,True,Normal,True,HundredThou,True,Million,City,True,TenThou,Million,False,HundredThou,Fair,False,HundredThou,Many
True,Adult,UpperMiddle,Normal,Older,Moderate,EggShell,Moderate,Economy,Normal,FiftyThou,True,Normal,True,HundredThou,True,TwentyThou,Secure,True,HundredThou,Million,False,HundredThou,Fair,True,HundredThou,Many
True,Adult,Middle,Psychopath,Older,Moderate,Tank,Moderate,Economy,Normal,Domino,True,Normal,True,HundredThou,True,TenThou,Rural,False,Million,HundredThou,True,HundredThou,Good,False,HundredThou,Many
True,Senior,Prole,Psychopath,Older,None,EggShell,Moderate,Luxury,Excellent,Domino,True,Expert,False,Million,True,FiftyThou,City,True,TenThou,TenThou,False,HundredThou,Poor,False,HundredThou,Many
True,Senior,Prole,Psychopath,Older,Moderate,Football,Moderate,Economy,Poor,Domino,True,Expert,True,HundredThou,True,TenThou,City,True,Million,Million,False,Thousand,Poor,True,HundredThou,One
