GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Adult,Prole,Normal,Older,Severe,EggShell,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,Secure,True,Million,HundredThou,False,HundredThou,Good,False,HundredThou,One
False,Adolescent,Prole,Psychopath,Current,None,Football,None,Economy,Excellent,FiveThou,False,SubStandard,True,Million,True,FiveThou,Secure,True,Million,HundredThou,False,Million,Excellent,False,HundredThou,Zero
True,Adult,UpperMiddle,Psychopath,Current,None,Tank,None,Luxury,Poor,FiveThou,True,Normal,True,TenThou,True,TwentyThou,City,False,Million,TenThou,False,HundredThou,Good,False,HundredThou,Many
True,Senior,Prole,Normal,Current,Severe,Football,Severe,Economy,Poor,FiveThou,False,Normal,False,TenThou,True,Million,Suburb,True,Thousand,TenThou,False,HundredThou,Fair,False,HundredThou,One
True,Adult,Prole,Normal,Current,None,Football,Severe,Luxury,Excellent,FiftyThou,True,Normal,False,Million,True,Million,Secure,True,Million,Million,False,HundredThou,Good,False,HundredThou,Zero
False,Adolescent,UpperMiddle,Psychopath,Current,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,True,TenThou,True,TenThou,City,False,TenThou,Million,False,HundredThou,Fair,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,None,Football,None,Luxury,Poor,FiveThou,True,Normal,True,Million,True,FiveThou,City,False,HundredThou,HundredThou,False,HundredThou,Fair,True,HundredThou,Many
True,Senior,UpperMiddle,Normal,Older,Severe,Football,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,Secure,False,Million,Million,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,Prole,Psychopath,Current,None,EggShell,None,Luxury,Normal,TwentyThou,False,Normal,True,Million,True,FiveThou,City,False,Million,HundredThou,False,HundredThou,Good,False,HundredThou,Many
False,Adolescent,UpperMiddle,Psychopath,Current,None,EggShell,None,SportsCar,Normal,Domino,False,Normal,True,TenThou,True,TenThou,Rural,True,TenThou,TenThou,False,HundredThou,Fair,False,HundredThou,Many
False,Adolescent,Prole,Normal,Older,None,Football,None,Luxury,Normal,FiftyThou,False,Normal,True,Million,True,FiveThou,City,False,TenThou,Million,False,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Normal,Older,None,Football,None,Economy,Normal,FiftyThou,True,Normal,True,Million,True,FiveThou,Suburb,True,Million,Million,False,HundredThou,Fair,True,HundredThou,Many
False,Adolescent,UpperMiddle,Normal,Current,Mild,Football,None,Luxury,Excellent,FiftyThou,False,SubStandard,True,Million,False,FiveThou,City,True,Million,Million,False,Million,Fair,False,HundredThou,Zero
True,Adult,Prole,Psychopath,Older,None,Football,None,Luxury,Excellent,FiftyThou,True,Normal,True,Million,True,FiveThou,Secure,True,Million,Million,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,Prole,Normal,Older,Severe,Football,Severe,Economy,Poor,FiveThou,True,Normal,False,Million,True,FiveThou,Secure,False,Million,HundredThou,False,HundredThou,Good,True,HundredThou,Zero
True,Senior,UpperMiddle,Psychopath,Current,None,Football,None,Luxury,Poor,FiveThou,False,Normal,False,TenThou,True,TenThou,City,False,Thousand,HundredThou,False,HundredThou,Fair,False,HundredThou,Zero
True,Adult,Prole,Normal,Older,None,Tank,None,Luxury,Excellent,FiveThou,True,Normal,True,Thousand,True,FiveThou,Suburb,True,HundredThou,HundredThou,False,HundredThou,Good,True,HundredThou,Many
True,Adult,Prole,Psychopath,Older,None,Football,Severe,Luxury,Normal,TwentyThou,True,Normal,False,Million,False,FiftyThou,Rural,True,Million,HundredThou,False,HundredThou,Fair,True,Million,One
True,Senior,Prole,Psychopath,Older,None,EggShell,None,Luxury,Normal,TwentyThou,True,Normal,True,Million,True,FiveThou,Rural,False,HundredThou,HundredThou,False,Million,Fair,True,HundredThou,Many
False,Adolescent,Prole,Normal,Current,Severe,Football,Severe,Luxury,Excellent,FiveThou,False,Normal,False,TenThou,True,Million,Secure,False,TenThou,Million,False,HundredThou,Good,False,HundredThou,One
True,Senior,Prole,Normal,Older,None,Football,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,Rural,True,Million,Million,False,HundredThou,Fair,True,HundredThou,One
False,Adolescent,Prole,Psychopath,Current,None,EggShell,None,Luxury,Normal,TwentyThou,False,Normal,True,Million,True,FiveThou,Secure,True,Million,HundredThou,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,Prole,Psychopath,Older,Severe,Football,Severe,Luxury,Normal,TwentyThou,True,Normal,False,Million,True,FiftyThou,Rural,False,Million,Million,False,HundredThou,Fair,True,HundredThou,One
False,Adolescent,Prole,Psychopath,Current,None,EggShell,None,Luxury,Poor,TwentyThou,False,SubStandard,True,TenThou,True,FiveThou,Secure,False,TenThou,HundredThou,False,Million,Excellent,False,HundredThou,Zero
False,Adolescent,Prole,Psychopath,Current,None,Tank,None,Economy,Normal,Domino,False,Normal,True,TenThou,False,TenThou,Secure,True,TenThou,TenThou,False,HundredThou,Good,False,Thousand,Zero
True,Adult,Prole,Normal,Older,None,Football,None,Economy,Excellent,FiveThou,True,Normal,True,Million,True,FiveThou,City,True,Million,Million,False,HundredThou,Good,True,HundredThou,Many
True,Adult,Prole,Normal,Older,None,Football,None,Luxury,Poor,FiveThou,True,Normal,True,Million,True,FiveThou,Suburb,True,Million,HundredThou,False,HundredThou,Fair,True,HundredThou,Many
True,Senior,Prole,Normal,Older,Severe,Football,Severe,Luxury,Normal,FiftyThou,True,Normal,False,Million,False,FiftyThou,City,True,Million,Million,False,Million,Fair,True,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Luxury,Normal,TwentyThou,False,Normal,True,Million,True,FiveThou,Suburb,True,Million,HundredThou,False,Million,Fair,True,HundredThou,Many
False,Adult,Prole,Adventurous,Older,None,EggShell,Severe,Luxury,Normal,TwentyThou,True,Normal,False,Million,True,FiftyThou,Suburb,True,TenThou,Million,False,HundredThou,Fair,True,HundredThou,One
False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Poor,FiveThou,True,Normal,True,TenThou,True,TenThou,Secure,False,TenThou,HundredThou,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,Prole,Psychopath,Current,Severe,EggShell,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiveThou,City,False,Thousand,TenThou,False,HundredThou,Fair,False,HundredThou,Zero
False,Adolescent,Prole,Psychopath,Older,None,Football,None,Economy,Poor,FiveThou,False,SubStandard,True,Million,True,FiveThou,Secure,False,Million,HundredThou,False,Million,Excellent,True,HundredThou,Zero
