GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Senior,Prole,Psychopath,Older,Severe,Football,Severe,Luxury,Normal,TwentyThou,True,Normal,False,Million,True,FiveThou,City,False,Million,HundredThou,False,HundredThou,Fair,True,HundredThou,Zero
True,Adult,Prole,Normal,Older,None,Football,None,Luxury,Poor,FiveThou,True,Normal,True,Million,True,FiveThou,City,True,Million,TenThou,False,HundredThou,Fair,True,HundredThou,Zero
False,Adult,Prole,Adventurous,Older,None,Football,Severe,Luxury,Normal,TwentyThou,True,Normal,False,Million,True,FiftyThou,City,True,TenThou,Million,False,HundredThou,Fair,True,HundredThou,Zero
True,Senior,Prole,Normal,Older,Severe,Football,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,City,True,Million,Million,False,HundredThou,Good,True,HundredThou,Zero
True,Senior,Prole,Normal,Older,Severe,Football,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,City,True,Million,HundredThou,False,Million,Fair,True,HundredThou,Zero
False,Adolescent,Prole,Normal,Older,Mild,Tank,Moderate,Economy,Poor,FiveThou,False,SubStandard,True,TenThou,False,Million,Secure,True,TenThou,HundredThou,True,TenThou,Good,True,HundredThou,Zero
True,Adult,Prole,Adventurous,Older,None,Football,None,Luxury,Normal,Domino,True,Normal,True,Million,True,FiveThou,City,True,Million,TenThou,False,HundredThou,Good,False,HundredThou,Many
True,Adult,Prole,Psychopath,Older,None,Football,None,Luxury,Poor,FiveThou,True,Normal,True,Million,True,FiveThou,City,False,Million,HundredThou,False,HundredThou,Good,True,HundredThou,Many
True,Adult,Prole,Normal,Older,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,True,TenThou,True,FiveThou,City,True,HundredThou,Million,False,HundredThou,Good,False,HundredThou,Many
True,Senior,Prole,Adventurous,Older,Severe,Football,Severe,Luxury,Normal,Domino,True,Normal,False,Million,True,FiftyThou,Suburb,True,Thousand,TenThou,False,HundredThou,Good,False,HundredThou,One
True,Senior,Prole,Psychopath,Older,Severe,Football,Severe,Luxury,Poor,FiveThou,True,Normal,False,Million,True,Million,Rural,False,Million,HundredThou,False,HundredThou,Fair,True,HundredThou,One
True,Adult,Prole,Adventurous,Older,None,Football,None,Luxury,Normal,TwentyThou,True,Normal,True,Million,True,FiveThou,Suburb,False,Million,HundredThou,False,HundredThou,Good,False,HundredThou,Many
False,Adolescent,UpperMiddle,Normal,Older,Moderate,EggShell,Severe,SportsCar,Excellent,FiveThou,False,SubStandard,False,Million,True,FiftyThou,Suburb,True,Million,Million,False,Million,Good,True,HundredThou,One
False,Adult,Prole,Normal,Older,None,Football,None,Economy,Excellent,FiveThou,True,Normal,True,TenThou,True,TenThou,Secure,True,TenThou,HundredThou,False,Million,Good,True,HundredThou,Zero
False,Adolescent,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,True,TenThou,True,TenThou,Suburb,False,TenThou,Million,False,HundredThou,Good,False,TenThou,Many
True,Senior,Prole,Normal,Older,Severe,Football,Severe,Luxury,Excellent,FiveThou,True,Normal,False,Million,True,FiftyThou,Secure,True,Million,HundredThou,False,HundredThou,Good,True,TenThou,Zero
