GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Luxury,Normal,FiftyThou,True,Normal,True,HundredThou,False,FiftyThou,Secure,True,HundredThou,Million,False,HundredThou,Excellent,True,HundredThou,Many
False,Senior,Prole,Normal,Current,Severe,EggShell,Severe,FamilySedan,Excellent,FiftyThou,True,Expert,True,Million,True,FiftyThou,Suburb,True,Million,Million,False,Million,Good,False,Thousand,Zero
False,Adult,Middle,Cautious,Current,Mild,Football,Mild,FamilySedan,Excellent,FiveThou,False,Expert,True,HundredThou,True,FiftyThou,Suburb,True,Million,HundredThou,True,HundredThou,Good,False,HundredThou,Zero
False,Adolescent,Prole,Cautious,Older,Mild,Tank,Mild,Luxury,Normal,FiftyThou,False,Normal,True,HundredThou,False,FiftyThou,Secure,True,HundredThou,HundredThou,False,HundredThou,Good,True,HundredThou,Many
True,Senior,UpperMiddle,Normal,Older,Severe,Tank,Severe,SportsCar,Normal,FiftyThou,False,Normal,False,TenThou,False,TenThou,Rural,True,TenThou,HundredThou,False,HundredThou,Good,True,HundredThou,Many
False,Adult,Middle,Cautious,Current,Mild,EggShell,Mild,FamilySedan,Poor,FiveThou,False,SubStandard,True,HundredThou,True,FiftyThou,Suburb,True,HundredThou,HundredThou,False,HundredThou,Good,False,HundredThou,One
True,Adult,Wealthy,Cautious,Older,Mild,EggShell,Mild,SuperLuxury,Normal,TwentyThou,False,Normal,False,HundredThou,False,FiftyThou,Suburb,True,HundredThou,HundredThou,False,HundredThou,Excellent,True,HundredThou,Zero
True,Adult,Prole,Normal,Current,Severe,Football,Severe,Luxury,Normal,FiftyThou,True,Expert,False,TenThou,True,FiftyThou,Secure,False,TenThou,TenThou,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,Prole,Normal,Older,Severe,Football,Severe,FamilySedan,Normal,FiftyThou,True,Normal,False,Million,False,FiftyThou,Secure,True,Million,Million,False,HundredThou,Good,True,HundredThou,Zero
False,Adult,Prole,Psychopath,Current,Mild,Football,Mild,FamilySedan,Normal,TwentyThou,True,Normal,True,HundredThou,True,FiftyThou,Suburb,False,HundredThou,TenThou,False,HundredThou,Good,False,HundredThou,Zero
False,Adult,Prole,Normal,Older,Severe,Football,Severe,Luxury,Excellent,FiveThou,True,Expert,True,Million,False,FiftyThou,Secure,True,Thousand,TenThou,False,HundredThou,Excellent,True,HundredThou,One
True,Senior,Prole,Psychopath,Current,Severe,Football,Severe,FamilySedan,Normal,FiveThou,True,Expert,False,Million,True,FiftyThou,City,False,TenThou,TenThou,False,Million,Good,False,HundredThou,Zero
True,Senior,Prole,Psychopath,Older,Mild,Tank,Mild,Luxury,Normal,FiftyThou,True,Normal,False,HundredThou,False,FiftyThou,Suburb,False,HundredThou,TenThou,False,HundredThou,Good,True,HundredThou,Many
False,Adolescent,Prole,Cautious,Older,Severe,Football,Severe,Luxury,Excellent,TwentyThou,True,Expert,True,Million,False,FiftyThou,Secure,True,Million,Million,False,Thousand,Fair,True,Million,One
