GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Senior,UpperMiddle,Cautious,Current,Mild,Football,Moderate,Luxury,Excellent,FiveThou,True,Expert,True,HundredThou,True,Million,Rural,False,HundredThou,HundredThou,False,HundredThou,Good,False,HundredThou,Zero
True,Adolescent,UpperMiddle,Psychopath,Older,Mild,EggShell,Mild,FamilySedan,Normal,Domino,False,Normal,False,HundredThou,True,FiftyThou,City,False,HundredThou,HundredThou,False,HundredThou,Fair,True,HundredThou,Zero
True,Senior,Prole,Cautious,Current,Mild,EggShell,Mild,Economy,Poor,FiftyThou,True,SubStandard,True,HundredThou,True,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Excellent,False,TenThou,Many
True,Adult,Prole,Cautious,Older,Mild,Tank,Mild,Luxury,Poor,FiveThou,True,Normal,False,HundredThou,True,Million,Secure,False,HundredThou,Million,False,HundredThou,Poor,True,TenThou,Many
True,Senior,Middle,Normal,Older,None,EggShell,Severe,FamilySedan,Excellent,FiveThou,True,Expert,False,Million,True,FiftyThou,Rural,True,TenThou,Million,True,Million,Excellent,True,Million,Zero
True,Adult,Middle,Cautious,Current,Moderate,EggShell,Moderate,Economy,Excellent,Domino,False,Expert,True,HundredThou,True,Million,Rural,False,TenThou,Million,False,TenThou,Excellent,False,HundredThou,Zero
False,Adolescent,UpperMiddle,Cautious,Current,None,EggShell,Moderate,Economy,Excellent,FiveThou,False,Expert,True,TenThou,True,Million,Secure,False,TenThou,HundredThou,False,HundredThou,Good,False,HundredThou,Zero
True,Adult,Prole,Psychopath,Current,Severe,EggShell,None,FamilySedan,Normal,TwentyThou,True,Normal,True,Million,True,FiveThou,City,False,HundredThou,Million,False,HundredThou,Good,False,TenThou,Many
True,Adult,Wealthy,Cautious,Current,Mild,EggShell,Mild,Economy,Normal,Domino,False,Normal,True,HundredThou,True,Million,City,False,HundredThou,Million,False,HundredThou,Excellent,False,HundredThou,Many
True,Senior,Prole,Normal,Older,Mild,Tank,Mild,Luxury,Normal,Domino,True,Normal,False,HundredThou,False,FiftyThou,City,False,Million,HundredThou,True,HundredThou,Poor,True,TenThou,Many
True,Adolescent,Prole,Cautious,Current,Mild,Football,Mild,Luxury,Normal,FiveThou,False,Normal,True,HundredThou,True,Million,Suburb,False,HundredThou,HundredThou,False,HundredThou,Good,False,Million,Many
True,Senior,Prole,Psychopath,Older,Mild,EggShell,Severe,Luxury,Poor,FiveThou,True,Normal,False,HundredThou,True,FiftyThou,Secure,False,HundredThou,HundredThou,False,HundredThou,Fair,True,TenThou,Many
True,Senior,Middle,Cautious,Current,None,EggShell,None,FamilySedan,Excellent,FiveThou,True,Expert,True,Million,True,FiveThou,Rural,True,Thousand,HundredThou,False,TenThou,Excellent,False,TenThou,Zero
True,Senior,Middle,Normal,Current,None,EggShell,Mild,Economy,Excellent,Domino,False,Expert,False,HundredThou,True,Million,Rural,False,HundredThou,HundredThou,True,HundredThou,Excellent,False,HundredThou,One
True,Senior,Wealthy,Psychopath,Current,Mild,Tank,Mild,SportsCar,Normal,TwentyThou,True,Normal,True,HundredThou,False,FiftyThou,City,False,Million,HundredThou,True,HundredThou,Good,True,HundredThou,Many
True,Senior,Prole,Normal,Older,Severe,EggShell,Severe,FamilySedan,Poor,FiveThou,True,SubStandard,False,HundredThou,True,FiftyThou,Rural,False,HundredThou,HundredThou,False,HundredThou,Fair,True,TenThou,Many
True,Senior,Wealthy,Cautious,Current,Mild,Football,Mild,Luxury,Normal,FiveThou,True,Normal,True,HundredThou,True,Million,Suburb,False,HundredThou,HundredThou,False,HundredThou,Good,False,HundredThou,Many
True,Adolescent,Prole,Cautious,Current,Severe,EggShell,Mild,FamilySedan,Poor,TwentyThou,False,Normal,True,HundredThou,True,FiveThou,Secure,False,HundredThou,HundredThou,False,HundredThou,Fair,False,TenThou,Zero
True,Senior,Wealthy,Psychopath,Older,Mild,Tank,Mild,SportsCar,Normal,Domino,False,Normal,False,HundredThou,True,Million,City,False,HundredThou,HundredThou,False,HundredThou,Poor,False,HundredThou,Many
True,Senior,Prole,Psychopath,Current,Mild,Tank,None,Luxury,Normal,TwentyThou,True,Normal,True,HundredThou,True,Million,City,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,Million,Many
True,Adolescent,Middle,Cautious,Current,Moderate,EggShell,None,Luxury,Poor,FiftyThou,False,Normal,True,HundredThou,False,FiveThou,Rural,True,Million,HundredThou,True,Million,Excellent,False,TenThou,One
True,Senior,Prole,Psychopath,Older,Mild,EggShell,Mild,FamilySedan,Poor,Domino,True,Normal,False,HundredThou,False,FiftyThou,City,False,Million,HundredThou,True,HundredThou,Excellent,True,TenThou,Many
True,Adolescent,Prole,Cautious,Older,None,EggShell,Moderate,Economy,Excellent,FiveThou,False,Expert,False,HundredThou,True,FiftyThou,Secure,False,HundredThou,HundredThou,True,HundredThou,Excellent,True,Million,Zero
True,Adolescent,Prole,Psychopath,Current,Mild,Football,Moderate,Luxury,Normal,Domino,False,Normal,True,HundredThou,True,Million,Secure,False,HundredThou,HundredThou,False,HundredThou,Good,False,Million,Many
True,Senior,Prole,Psychopath,Older,Mild,Tank,Mild,Luxury,Poor,Domino,False,Normal,False,HundredThou,True,FiftyThou,City,False,HundredThou,HundredThou,False,HundredThou,Poor,True,TenThou,Many
False,Adolescent,UpperMiddle,Cautious,Current,Mild,Football,Moderate,Luxury,Excellent,FiftyThou,False,Normal,True,HundredThou,True,Million,Secure,True,HundredThou,HundredThou,True,Million,Good,False,HundredThou,Zero
True,Senior,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,FiftyThou,True,Normal,False,Million,False,FiftyThou,Rural,False,Million,HundredThou,True,HundredThou,Excellent,True,HundredThou,Many
True,Adolescent,Prole,Adventurous,Current,Mild,EggShell,Moderate,Economy,Excellent,Domino,False,Normal,True,HundredThou,True,Million,City,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,Million,Zero
True,Senior,Middle,Cautious,Current,None,EggShell,Mild,Economy,Excellent,Domino,False,Expert,True,HundredThou,True,Million,Rural,False,HundredThou,HundredThou,False,HundredThou,Good,False,HundredThou,Zero
True,Senior,UpperMiddle,Cautious,Older,Severe,EggShell,Severe,FamilySedan,Normal,FiveThou,True,Normal,False,Million,False,FiftyThou,Rural,True,Million,HundredThou,True,Million,Excellent,True,HundredThou,Zero
True,Senior,UpperMiddle,Cautious,Older,Mild,EggShell,Mild,SportsCar,Normal,FiveThou,True,Normal,False,HundredThou,True,Million,Secure,False,HundredThou,HundredThou,True,HundredThou,Good,False,HundredThou,Zero
