GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Adult,UpperMiddle,Psychopath,Current,None,Football,None,Luxury,Excellent,FiveThou,False,Expert,True,TenThou,True,TwentyThou,City,False,TenThou,Million,True,Million,Fair,False,Thousand,One
True,Adult,Middle,Normal,Current,Mild,Football,Mild,FamilySedan,Normal,FiveThou,True,SubStandard,True,HundredThou,True,FiftyThou,Secure,True,Thousand,HundredThou,True,Thousand,Poor,False,Thousand,Many
True,Adult,UpperMiddle,Adventurous,Current,Severe,Football,None,Luxury,Excellent,FiftyThou,False,SubStandard,True,TenThou,True,Million,City,True,TenThou,Million,False,Thousand,Poor,False,TenThou,One
True,Senior,Middle,Normal,Current,None,EggShell,Moderate,FamilySedan,Normal,Domino,True,Normal,False,Million,True,FiftyThou,Secure,True,TenThou,TenThou,True,Thousand,Excellent,False,Million,Many
True,Senior,Middle,Normal,Current,Mild,Football,Moderate,FamilySedan,Normal,TwentyThou,True,Normal,False,HundredThou,True,FiftyThou,Secure,True,Million,Thousand,True,Thousand,Good,True,HundredThou,Many
True,Senior,Prole,Normal,Current,Mild,Tank,None,Economy,Excellent,FiveThou,False,Expert,True,HundredThou,True,FiveThou,City,True,TenThou,Million,True,HundredThou,Poor,False,TenThou,Zero
True,Adult,Middle,Normal,Older,None,Tank,Moderate,Luxury,Poor,TwentyThou,False,SubStandard,False,HundredThou,True,FiftyThou,City,True,Million,Million,True,HundredThou,Poor,True,HundredThou,Many
True,Senior,UpperMiddle,Normal,Older,None,Tank,Moderate,Luxury,Excellent,TwentyThou,False,Expert,False,Million,True,FiftyThou,City,True,TenThou,Million,True,HundredThou,Fair,True,HundredThou,Zero
True,Adult,UpperMiddle,Normal,Current,Moderate,Football,None,Luxury,Excellent,FiveThou,False,Expert,True,HundredThou,False,Million,Secure,True,HundredThou,HundredThou,True,Thousand,Fair,True,Thousand,Zero
True,Senior,Prole,Psychopath,Current,None,EggShell,None,Economy,Normal,FiveThou,True,Normal,True,HundredThou,True,FiveThou,City,True,Thousand,Thousand,False,HundredThou,Good,False,Thousand,Many
True,Senior,Middle,Normal,Older,Mild,Tank,Moderate,Luxury,Excellent,Domino,False,Expert,False,HundredThou,True,FiveThou,City,True,TenThou,Million,False,HundredThou,Poor,True,HundredThou,Zero
True,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Excellent,FiveThou,False,Expert,True,TenThou,True,Million,Suburb,True,TenThou,HundredThou,False,TenThou,Poor,False,Thousand,Zero
True,Senior,Prole,Normal,Older,Mild,Tank,Moderate,Economy,Excellent,TwentyThou,False,Expert,False,HundredThou,True,FiftyThou,City,True,Million,Million,True,HundredThou,Poor,True,HundredThou,Zero
True,Adolescent,UpperMiddle,Adventurous,Older,Severe,Tank,Severe,Economy,Normal,FiveThou,True,SubStandard,False,TenThou,True,Million,Secure,True,Thousand,TenThou,True,Thousand,Poor,False,TenThou,Zero
True,Senior,UpperMiddle,Normal,Current,None,Football,None,Economy,Normal,FiveThou,True,Normal,True,TenThou,True,TenThou,City,True,TenThou,Thousand,False,HundredThou,Good,False,TenThou,Zero
True,Adolescent,UpperMiddle,Adventurous,Current,Mild,EggShell,Mild,Economy,Poor,FiveThou,False,SubStandard,True,HundredThou,True,Million,Rural,True,TenThou,Million,True,Thousand,Excellent,False,Thousand,Many
