GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Adult,UpperMiddle,Cautious,Current,Severe,Football,None,Luxury,Excellent,FiveThou,False,Expert,True,Million,True,Million,Suburb,True,TenThou,TenThou,False,TenThou,Poor,False,Thousand,Zero
True,Adolescent,Middle,Adventurous,Current,Mild,EggShell,Mild,FamilySedan,Excellent,FiveThou,False,SubStandard,False,HundredThou,True,FiftyThou,City,True,TenThou,Thousand,True,HundredThou,Excellent,False,Million,Many
True,Adult,Middle,Normal,Older,Mild,Tank,None,Economy,Excellent,FiveThou,False,Expert,True,HundredThou,True,FiftyThou,Suburb,True,TenThou,TenThou,False,Thousand,Poor,False,TenThou,Zero
True,Senior,UpperMiddle,Normal,Current,Mild,Football,Mild,Luxury,Normal,FiveThou,False,Normal,True,HundredThou,True,Million,Secure,True,Million,HundredThou,True,Thousand,Excellent,True,Thousand,Many
True,Adult,Middle,Psychopath,Current,None,EggShell,None,Economy,Excellent,FiveThou,False,Expert,True,Million,True,FiveThou,Secure,False,Thousand,TenThou,True,Million,Fair,False,Thousand,Zero
True,Senior,Prole,Normal,Current,None,EggShell,None,Economy,Excellent,FiveThou,False,Expert,True,TenThou,True,Million,Suburb,True,TenThou,HundredThou,False,Thousand,Fair,False,Thousand,Zero
True,Senior,Prole,Normal,Current,None,Football,None,Economy,Excellent,FiftyThou,False,Expert,True,Million,True,FiftyThou,Secure,True,TenThou,Million,True,Thousand,Fair,False,TenThou,Many
True,Adult,UpperMiddle,Psychopath,Older,Mild,Tank,Mild,Economy,Normal,FiveThou,True,SubStandard,True,Million,False,FiveThou,City,False,TenThou,Thousand,True,HundredThou,Excellent,True,TenThou,Many
True,Adult,Middle,Cautious,Current,Severe,EggShell,None,Economy,Excellent,FiveThou,False,Expert,True,TenThou,True,Million,Suburb,True,TenThou,HundredThou,False,TenThou,Fair,False,Thousand,Many
True,Adult,Middle,Normal,Current,None,Football,None,Economy,Excellent,FiveThou,False,SubStandard,True,TenThou,True,Million,Secure,True,TenThou,TenThou,True,Thousand,Poor,False,Thousand,Many
True,Adult,UpperMiddle,Cautious,Current,None,Tank,None,Luxury,Excellent,FiveThou,False,Expert,True,Million,True,FiveThou,Secure,False,TenThou,TenThou,True,Million,Poor,False,TenThou,Zero
True,Senior,Prole,Normal,Older,Moderate,Tank,None,Economy,Normal,FiveThou,True,Normal,True,HundredThou,True,FiftyThou,City,True,Million,Thousand,False,HundredThou,Good,True,TenThou,Many
True,Adult,UpperMiddle,Psychopath,Current,Moderate,Football,None,Economy,Poor,FiveThou,False,SubStandard,True,HundredThou,True,TenThou,City,True,TenThou,Million,False,HundredThou,Poor,False,TenThou,Many
True,Senior,UpperMiddle,Normal,Current,Moderate,EggShell,Moderate,Economy,Normal,Domino,True,Normal,False,HundredThou,True,TenThou,City,True,Thousand,Thousand,False,HundredThou,Excellent,False,Million,Many
True,Senior,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,FiveThou,False,Normal,False,HundredThou,True,FiftyThou,Secure,True,Million,HundredThou,True,Thousand,Fair,True,Thousand,Many
True,Adult,Middle,Cautious,Current,Severe,EggShell,None,FamilySedan,Excellent,FiveThou,False,Expert,True,TenThou,True,Million,Suburb,True,TenThou,HundredThou,True,TenThou,Fair,False,Thousand,Zero
True,Adult,Middle,Normal,Older,Moderate,Tank,Moderate,FamilySedan,Excellent,TwentyThou,False,Expert,False,HundredThou,True,FiftyThou,City,True,Million,Million,False,HundredThou,Excellent,True,HundredThou,Zero
True,Senior,Prole,Normal,Current,Mild,Football,Moderate,Economy,Normal,Domino,True,Normal,False,HundredThou,True,FiveThou,City,True,Thousand,Thousand,True,HundredThou,Good,False,Million,Many
True,Adult,UpperMiddle,Psychopath,Older,Moderate,Tank,None,Economy,Normal,FiftyThou,True,Expert,True,HundredThou,True,FiveThou,City,False,TenThou,Thousand,False,Million,Poor,False,TenThou,Zero
True,Senior,Middle,Psychopath,Current,Mild,Football,None,FamilySedan,Normal,FiveThou,True,Normal,False,HundredThou,True,FiveThou,Secure,True,Million,HundredThou,True,Million,Good,True,Thousand,Many
True,Adult,UpperMiddle,Cautious,Current,Mild,EggShell,Mild,Economy,Normal,FiveThou,True,SubStandard,True,HundredThou,True,Million,City,True,Thousand,Thousand,True,TenThou,Excellent,False,Thousand,Zero
True,Adult,Middle,Normal,Current,Severe,EggShell,Mild,Economy,Poor,FiveThou,False,SubStandard,True,HundredThou,True,Million,Rural,True,TenThou,Million,True,Thousand,Excellent,False,Thousand,Many
True,Senior,Middle,Adventurous,Current,None,Football,None,FamilySedan,Normal,FiveThou,True,Normal,True,Million,True,FiveThou,Secure,True,TenThou,HundredThou,True,Million,Good,False,Thousand,Zero
True,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Excellent,FiftyThou,False,Expert,False,HundredThou,True,FiftyThou,Suburb,True,TenThou,TenThou,False,TenThou,Poor,False,Million,Zero
True,Adult,Middle,Normal,Older,Mild,Tank,Mild,Economy,Excellent,FiveThou,False,Expert,True,HundredThou,False,Million,Secure,True,HundredThou,TenThou,True,Thousand,Excellent,True,TenThou,Zero
