GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
True,Adolescent,Prole,Cautious,Older,Moderate,EggShell,Moderate,FamilySedan,Normal,TwentyThou,True,SubStandard,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,True,HundredThou,Fair,True,HundredThou,One
True,Adult,Wealthy,Psychopath,Current,Moderate,Football,Severe,SportsCar,Excellent,FiveThou,False,Expert,True,Million,True,FiveThou,Rural,False,TenThou,TenThou,True,Million,Poor,False,HundredThou,One
True,Adult,Prole,Cautious,Older,Moderate,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,True,Million,True,FiveThou,Secure,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,HundredThou,Many
True,Adult,Wealthy,Normal,Current,Moderate,Football,Moderate,SportsCar,Excellent,TwentyThou,True,Expert,True,HundredThou,True,TenThou,Suburb,False,HundredThou,HundredThou,True,Million,Good,False,HundredThou,One
True,Adult,Wealthy,Psychopath,Current,Moderate,Football,Moderate,SportsCar,Excellent,Domino,False,Expert,True,HundredThou,True,TenThou,City,False,Million,HundredThou,True,HundredThou,Fair,False,HundredThou,Zero
True,Adolescent,Wealthy,Psychopath,Current,Moderate,Football,Mild,SportsCar,Excellent,FiftyThou,False,Expert,True,TenThou,True,TenThou,City,False,Million,HundredThou,True,Million,Good,False,HundredThou,Zero
True,Adult,Wealthy,Cautious,Older,Moderate,EggShell,Moderate,Luxury,Excellent,FiveThou,False,SubStandard,True,Million,True,FiftyThou,Rural,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,HundredThou,Zero
False,Adult,Middle,Cautious,Current,Moderate,Football,None,Luxury,Excellent,FiveThou,False,Expert,True,Million,True,FiveThou,Rural,False,TenThou,TenThou,True,Million,Good,False,HundredThou,Zero
False,Adolescent,Middle,Normal,Current,Moderate,Football,None,FamilySedan,Excellent,FiftyThou,True,Expert,True,TenThou,True,TenThou,Rural,True,HundredThou,HundredThou,True,HundredThou,Fair,False,HundredThou,One
True,Adolescent,Prole,Cautious,Current,Moderate,EggShell,Moderate,FamilySedan,Poor,Domino,True,Expert,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,True,HundredThou,Fair,False,HundredThou,One
True,Adult,Prole,Cautious,Older,Moderate,EggShell,Moderate,Economy,Poor,Domino,True,SubStandard,True,HundredThou,True,FiftyThou,Secure,True,HundredThou,HundredThou,False,HundredThou,Fair,False,HundredThou,Many
True,Adolescent,Prole,Cautious,Older,Moderate,EggShell,Moderate,Economy,Poor,TwentyThou,False,SubStandard,False,HundredThou,True,TenThou,Rural,False,HundredThou,HundredThou,False,HundredThou,Excellent,False,HundredThou,Many
True,Adult,Prole,Normal,Older,Moderate,Tank,Moderate,SportsCar,Normal,TwentyThou,True,Expert,True,HundredThou,True,FiftyThou,Suburb,True,HundredThou,HundredThou,True,Million,Good,True,HundredThou,Zero
True,Senior,Prole,Cautious,Older,Severe,EggShell,Severe,FamilySedan,Poor,TwentyThou,True,SubStandard,True,Thousand,True,FiftyThou,Rural,True,HundredThou,HundredThou,True,TenThou,Fair,True,HundredThou,Many
False,Adolescent,UpperMiddle,Cautious,Older,Moderate,Tank,None,Luxury,Normal,TwentyThou,False,SubStandard,True,HundredThou,True,Million,Rural,False,HundredThou,HundredThou,True,Million,Poor,False,HundredThou,Zero
True,Adult,Wealthy,Psychopath,Older,Moderate,Football,Moderate,SportsCar,Excellent,FiftyThou,False,Expert,True,Million,True,FiveThou,City,False,Million,HundredThou,True,Million,Good,False,HundredThou,Zero
True,Senior,UpperMiddle,Cautious,Older,None,Football,None,FamilySedan,Normal,FiftyThou,True,SubStandard,True,TenThou,True,TwentyThou,Secure,True,HundredThou,TenThou,True,HundredThou,Fair,False,HundredThou,One
True,Adolescent,Prole,Cautious,Older,Moderate,EggShell,Moderate,Economy,Poor,TwentyThou,True,SubStandard,True,HundredThou,True,FiftyThou,Suburb,True,HundredThou,HundredThou,False,HundredThou,Excellent,True,HundredThou,One
True,Adolescent,Prole,Normal,Current,None,Football,None,FamilySedan,Normal,FiveThou,True,Expert,True,TenThou,True,TenThou,Secure,False,HundredThou,HundredThou,True,Million,Good,False,Million,One
False,Adult,Middle,Normal,Current,Moderate,Football,Moderate,FamilySedan,Excellent,FiftyThou,True,Expert,True,Million,True,FiftyThou,Rural,True,HundredThou,HundredThou,True,Million,Good,False,HundredThou,One
